,utterance,intentClass,score
7712,lolz [SEPA] hahahha,O,0.018309593
7713,LMAO,O,0.006989517
7714,trash like g [SEPA] eg,E,0.9831026
7715,wtf,O,0.006190833
7716,Not ;D [SEPA] No time,O,0.00988609
7717,tuiny and necro afk,A,0.03259194
7718,mirana [SEPA] ultra damage [SEPA] go doom [SEPA] and w/e,O,0.31527567
7719,rpeott bitch [SEPA] really bitch,E,0.9832924
7720,gg,O,0.003705064
7721,Aw,O,0.00601768
7722,thanks,O,0.005047334
7723,nice feed [SEPA] gg,I,0.25152135
7724,lol,O,0.003834314
7725,win  noiw [SEPA] sf,O,0.030142246
7726,nt,O,0.008109425
7727,go AM [SEPA] Push now,O,0.017327948
7728,haha,O,0.005444543
7729,Ty my bro will connect in awhile,A,0.009264397
7730,go farm easy line qop,O,0.08986246
7731,suck my balls,E,0.9486255
7732,hahaha,O,0.006264759
7733,LOL [SEPA] FUCK,O,0.97449434
7734,how was mid wr,O,0.01128495
7735,nice voker,O,0.011689102
7736,u re just losing time,O,0.23184915
7737,¯\_(ツ)_/¯,O,0.011712356
7738,i always think hat [SEPA] one day  [SEPA] right,O,0.015296633
7739,can u fuck off?,E,0.97439605
7740,report this moron,A,0.030053444
7741,naah im happy,O,0.058450837
7742,wp tiny 10mins,A,0.016021937
7743,on huskar,O,0.012810181
7744,gem b,O,0.014550155
7745,know how to steal but dont know how to play,O,0.042064156
7746,next lvl,O,0.004542602
7747,blame game slardar #1 au,O,0.06745606
7748,?,O,0.005423264
7749,nice ult,O,0.00912252
7750,sven kill,O,0.07594104
7751,intro ? [SEPA] lost from begin [SEPA] intro ?,O,0.026975261
7752,report this viper plz [SEPA] And pa,A,0.07252884
7753,but I gotta be strong,O,0.019495554
7754,He's angry,O,0.10216884
7755,yeah [SEPA] i hope we meet again ^^,O,0.010730657
7756,:D,O,0.004515493
7757,I'M GOING TO ANAL RAPE YOU [SEPA] I SWEAR [SEPA] BUT I LOVE YOU SO MUCH ANYWAY,E,0.48584267
7758,report zeus noob mid,E,0.98307216
7759,gg,O,0.003705064
7760,hahahha,O,0.006109193
7761,qop ditched you,O,0.08068433
7762,hahahahaha [SEPA] stfu [SEPA] 8th win streak with slardar,O,0.24072824
7763,wtf [SEPA] this is us,I,0.012576005
7764,ROFL [SEPA] ROFL,O,0.012948002
7765,lol,O,0.003834314
7766,uh?,O,0.008171739
7767,dem void too noob [SEPA] good game anyways,E,0.9870821
7768,HEHEHE [SEPA] aime me now? [SEPA] tomb,O,0.011510325
7769,i love losting,O,0.015954113
7770,i thought zeus lost mid [SEPA] hahaa,O,0.01571123
7771,black hole ready [SEPA] so just back off,O,0.050614677
7772,WEW HITTER WEAK :) [SEPA] } [SEPA] WHAHAHHA,O,0.26269647
7773,17,O,0.019805709
7774,XD [SEPA] for sure this time [SEPA] we willw ait i said,O,0.006142052
7775,yeah,O,0.01935722
7776,Hahha [SEPA] ez,I,0.9853537
7777,yes ty [SEPA] My aura [SEPA] very useful,O,0.010552421
7778,stop def,E,0.069192514
7779,lets quit,O,0.31353638
7780,#bited [SEPA] #rekt,O,0.44795156
7781,oh lol [SEPA] ur teammates [SEPA] lol [SEPA] oh lol,O,0.040453818
7782,XD,O,0.005783994
7783,gg,O,0.003705064
7784,lol [SEPA] hahahahahahah,O,0.005575794
7785,W8 [SEPA] play fair guys,A,0.043293394
7786,ebola silencer alchemist [SEPA] reportd,A,0.824199
7787,nice ult [SEPA] qoup,O,0.008632735
7788,iq 1000 [SEPA] cm btw [SEPA] just ran into ta,O,0.014349704
7789,like u,O,0.023046039
7790,gg,O,0.003705064
7791,he lag [SEPA] gg peru,E,0.08863781
7792,GG,O,0.003705064
7793,ez,I,0.9906709
7794,wait dude,A,0.050217494
7795,)),O,0.006264183
7796,D:,O,0.004204364
7797,lets wait,A,0.035412736
7798,t.y,O,0.008632344
7799,worth it ES?,O,0.011776811
7800,eh,O,0.005237477
7801,aww n oob,E,0.9779368
7802,ty,O,0.006772118
7803,lmao [SEPA] yes he is,O,0.01441876
7804,do you,O,0.009981718
7805,this morphg,O,0.0653532
7806,haha,O,0.005444543
7807,=))),O,0.008767664
7808,gg,O,0.003705064
7809,XDDDD,O,0.008695459
7810,gg,O,0.003705064
7811,yo,O,0.009430987
7812,:V,O,0.005727126
7813,gg,O,0.003705064
7814,ahhaha [SEPA] wtf,O,0.005014955
7815,you mother fucker,E,0.97863936
7816,fattttttttttttttttttttttttttttttt,O,0.12570086
7817,initiating wallhacks?,O,0.015282046
7818,its the other way,O,0.006041595
7819,ff,O,0.008180552
7820,yup,O,0.005701086
7821,?,O,0.005423264
7822,reported,A,0.016255112
7823,ranked tech idiot...,E,0.96598214
7824,3 VS 5?,O,0.084544815
7825,"Solo lane, with farm alch",O,0.042898163
7826,ISI,I,0.010017306
7827,this team worse than that one,O,0.16067994
7828,OMG,O,0.007064862
7829,pls,O,0.005020918
7830,lol [SEPA] i'll stop playing enigma,O,0.0632888
7831,1vs9,O,0.041407574
7832,LOL [SEPA] i muted him,A,0.004708547
7833,GG,O,0.003705064
7834,COME WHERE,O,0.005440619
7835,lol,O,0.003834314
7836,GGWP [SEPA] comeback,O,0.011497788
7837,Everyone dooes that [SEPA] u did fine,O,0.05432096
7838,Reconnecting bruh [SEPA] cant wait?,A,0.006100725
7839,?,O,0.005423264
7840,wtf,O,0.006190833
7841,only if you report spec for not knowing how the fuck to draft,A,0.959827
7842,"smurfs with 5k account, yes gg [SEPA] account boosting like 'pros'",E,0.06601477
7843,6100 ONLY FARMING [SEPA] TWF [SEPA] WTF,E,0.094614536
7844,no they were good arrows,O,0.013666229
7845,polease?,O,0.018385276
7846,with amchong hai [SEPA] TANCHEEYUAN - 0162282307 CALL HIM FOR FREE FUCK [SEPA] but..his face...,E,0.8592313
7847,,O,0.004165188
7848,gg,O,0.003705064
7849,you re all good people,O,0.19557285
7850,waw [SEPA] die,I,0.03179536
7851,im fighting [SEPA] top[ [SEPA] 5 min,O,0.046900526
7852,haha,O,0.005444543
7853,rofl [SEPA] LOL,O,0.007020756
7854,wait fuckinng russiinn [SEPA] tard,E,0.94991726
7855,es resume,O,0.010843394
7856,LEL [SEPA] JUGGN [SEPA] OMG,O,0.037128028
7857,srsly though who the hell designed OD,O,0.18208843
7858,fuck NS [SEPA] G,E,0.97351956
7859,nop? [SEPA] nice retarded,E,0.9761772
7860,retard sd [SEPA] Noob spirit [SEPA] wuith eagis? [SEPA] ez,I,0.989003
7861,lol [SEPA] we lost [SEPA] already [SEPA] dw,I,0.008277835
7862,EZE AM,O,0.95125747
7863, i wanna play,O,0.060322605
7864,w8 [SEPA] coming sone [SEPA] soon,A,0.0367381
7865,enough [SEPA] im not,O,0.011436185
7866,noo,O,0.024618223
7867,no dumbass tree [SEPA] we gonna report u [SEPA] he wasnt afk [SEPA] hetp help he push,E,0.653814
7868,ait,O,0.00565098
7869,ahwh,O,0.004510349
7870,what a peru player,E,0.6609255
7871,ggwp,O,0.003610623
7872,so?,O,0.00689439
7873,JUST END fuck u all,E,0.9745876
7874,baited AF,O,0.012021835
7875,you mam,E,0.009362919
7876,?,O,0.005423264
7877,wouldnt give you sthe satisfaction,O,0.008773807
7878,and feed sf,O,0.36465394
7879,u have a lot money [SEPA] bait,O,0.531319
7880,guys w8 plz,A,0.02951748
7881,u blinked into io D:DD [SEPA] dagger the tiny [SEPA] etc etc [SEPA] you fucked [SEPA] nice csing,E,0.8656907
7882,ikkeh,O,0.012062653
7883,guys,O,0.018754717
7884,thats like saying [SEPA] i rekt a ranged creep [SEPA] 10 times,O,0.046181757
7885,._.,O,0.006881541
7886,XD  [SEPA] this fukcing invoker and phenix win this shit,E,0.9549204
7887,last hit ?,O,0.013237974
7888,too ez,I,0.9892315
7889,rly viper?(,O,0.010567955
7890,why always top [SEPA] go mid and gank ember hes fat,O,0.05533566
7891,gg,O,0.003705064
7892,if u report him i shut up [SEPA] just pls reprot the braidnead monkey,E,0.3369863
7893,gg [SEPA] commend ogre,O,0.008668766
7894,ye,O,0.004787182
7895,gg ez,I,0.9829404
7896,yeah sweet dude,O,0.25143087
7897,GG,O,0.003705064
7898,End n,O,0.004822709
7899,ggwp guys [SEPA] was fun,O,0.045728367
7900,ZZ,O,0.07367228
7901,gg,O,0.003705064
7902,gg [SEPA] lag,O,0.004545452
7903,ty,O,0.006772118
7904,we lost [SEPA] troll doesnt FUCKIN CARE,E,0.96026826
7905,lol,O,0.003834314
7906,commend me late game ty [SEPA] wew,A,0.022170166
7907,get my divine [SEPA] yie  [SEPA] divine [SEPA] qop so strong,O,0.02881248
7908,:(,O,0.005048235
7909,sorry guys its past pheonix's bed time,O,0.051118713
7910,How do u feel [SEPA] getting fucked up by pinoy autistic gyro [SEPA] rofl,E,0.9385711
7911,S o?,O,0.007114147
7912,EZ [SEPA] someone died,I,0.99107015
7913,GG [SEPA] supported,O,0.007972661
7914,rekt [SEPA] welp,O,0.0436038
7915,ggggg,O,0.06093457
7916,oh?,O,0.00586751
7917,golbal party [SEPA] 4 shitty players,E,0.98344296
7918,;_;,O,0.004739812
7919,ez,I,0.9906709
7920,[pota,O,0.035541356
7921,we got the last laugh bat,O,0.017441455
7922,thats all?,O,0.010248515
7923,gg,O,0.003705064
7924,fail grammar,I,0.039110947
7925,watch only??? [SEPA] haha,O,0.00920032
7926,lol [SEPA] wp [SEPA] ta auto die,O,0.057012305
7927,So lucky [SEPA] its unreal [SEPA] ur loosing every lane [SEPA] rmemeber that sk,O,0.110344246
7928,wow,O,0.006569161
7929,wp fam,O,0.006072466
7930,is it rus server i guess [SEPA]  -26,O,0.37213725
7931,dat nyx score,O,0.012295597
7932,now im loss,O,0.01815238
7933,its ok ur gg,O,0.011586107
7934,wp,O,0.004130142
7935,ah ok,O,0.005083164
7936,ya ta [SEPA] eze [SEPA] aaaa he said first,O,0.50060034
7937,mid ez?,I,0.99142915
7938,LOL,O,0.003834314
7939,lol ggwp,O,0.003555223
7940,"lucky l,ol",O,0.034400884
7941,wewo,O,0.012072668
7942,boohoo ahiuhi,O,0.13054286
7943,hahahah that randomn,O,0.057678215
7944,lol,O,0.003834314
7945,W  E W O N  D O T A,O,0.14221682
7946,yeah cm did stack [SEPA] we stole all of them tho [SEPA] es and invoker,O,0.014780894
7947,ty,O,0.006772118
7948,ey you know somtiems u counterpick and u lose to support necrolyte [SEPA] thats just how the cookie crumbles,O,0.81824416
7949,say? [SEPA] bobo,O,0.022735136
7950,GLFHF,O,0.004941619
7951,9 mmr [SEPA] only this time [SEPA] cheaper,O,0.16868997
7952,wow i kill more than sf :/,O,0.035360485
7953,gg ez,I,0.9829404
7954,he tried well,O,0.01090654
7955,& they are not talking naw [SEPA] & lost of not [SEPA] so?>,O,0.010722753
7956,commend carry  [SEPA] haha,A,0.025750563
7957,??? [SEPA] how???,O,0.007857551
7958,nah [SEPA] dced during aegis droped,O,0.020261854
7959,?,O,0.005423264
7960,YOU RANK -25 [SEPA] JOJOJOJO? [SEPA] COmend wind and shadow juas juas,A,0.023423523
7961,bounty dc,A,0.08852032
7962,ez,I,0.9906709
7963,HEATHENS [SEPA] heathens of the church MUST DIE [SEPA] ALAHU AKBAAAR,O,0.07460426
7964,see if u can go down for ez?,I,0.9852262
7965,;(,O,0.004739488
7966,he will get ban in trade [SEPA] gl tiny,O,0.10848218
7967,gg,O,0.003705064
7968,GG,O,0.003705064
7969,na ctm,O,0.005918227
7970,?,O,0.005423264
7971,ex [SEPA] lol,O,0.024222273
7972,lol are u weak riki,O,0.11465656
7973,CHTO [SEPA] TAKOE,O,0.07543345
7974,stfu Puck and unpause the shit,E,0.9768835
7975,XD [SEPA] LINA Y PUGDE REPORTADO [SEPA] LINA Y PUGDE REPORTADO [SEPA] PORFAVOR AYUDEN NO LES GUSTARIA Q LES TOQUE ESAS LACRAS [SEPA] PORFAVOR AYUDEN NO LES GUSTARIA Q LES TOQUE ESAS LACRAS [SEPA] PORFAVOR AYUDEN NO LES GUSTARIA Q LES TOQUE ESAS LACRAS [SEPA] PORFAVOR AYUDEN NO LES GUSTARIA Q LES TOQUE ESAS LACRAS [SEPA] PORFAVOR AYUDEN NO LES GUSTARIA Q LES TOQUE ESAS LACRAS [SEPA] REPORTEN A LINA Y PUGDE,O,0.043361507
7976,u first,O,0.03021166
7977,4 20 [SEPA] 3 19 [SEPA] 40 kills [SEPA] x 300 gold [SEPA] 12k gold [SEPA] 3 items [SEPA] respect,I,0.4581062
7978,oy mga gunggong,O,0.06849836
7979,"lucky my ass, u foul play",E,0.97502965
7980,lol [SEPA] ty,O,0.004978839
7981,ggwp [SEPA] feel free to finish  [SEPA] on mid,O,0.059828565
7982,you're pretty autist man,O,0.079722695
7983,the game,O,0.014141919
7984,rofl,O,0.008073466
7985,And this botlane was doing so well,O,0.03759496
7986,no [SEPA] in dota,O,0.025648722
7987,buy back good [SEPA] ^^,O,0.016205449
7988,4k? Dont you belond in 1k?,E,0.06593448
7989,WHATS THIS,O,0.007089332
7990,rekt,O,0.044940688
7991,don smoke 1st la,O,0.007091608
7992,Gahaha,O,0.005626684
7993,GG,O,0.003705064
7994,GG,O,0.003705064
7995,stupid meepo [SEPA] XD,E,0.97818863
7996,this void constantly blaming others,O,0.10388323
7997,nice focus wisp,O,0.03582738
7998,ez coins,I,0.98845726
7999,whoa [SEPA] that was gay [SEPA] everytime [SEPA] always me,E,0.20443238
8000,damn it,O,0.3440621
8001,Fucking load in peru then dumb fucks,E,0.98743397
8002,hey enigma [SEPA] is ur ult up?,O,0.0300222
8003,end,O,0.005261279
8004,"report mirana, thanks",A,0.011055376
8005,gg,O,0.003705064
8006,much pain,O,0.15661211
8007,NICE TP,O,0.009047583
8008,hey [SEPA] pls,O,0.009563278
8009,9 [SEPA] hahah [SEPA] sry,O,0.02864066
8010,thats called panic,E,0.013348797
8011,becuase of lc you fat  [SEPA] lol,O,0.08341164
8012,gg,O,0.003705064
8013,wtf riki scared,O,0.0693896
8014,Ez MMR,I,0.9898437
8015,catch!,O,0.019649671
8016,ff,O,0.008180552
8017,EZ MID,I,0.9909566
8018,did u hear something [SEPA] idiot [SEPA] its not noise man,O,0.946816
8019,ahhahahaha,O,0.005925871
8020,invite your mom [SEPA] im gonna do shit,E,0.9756589
8021,wtf is wrong with u?,E,0.038494777
8022,lol i tho your going to doom me hahaha [SEPA] ez 12k for alche [SEPA] two DR spotted,I,0.95561945
8023,as if alch mid is any better,O,0.067362145
8024,4vs5 [SEPA] 65 min gry,O,0.27686822
8025,GG :D,O,0.004872078
8026,4dr god would never die to that,O,0.0436695
8027,ggwp,O,0.003610623
8028,sure [SEPA] you good player,O,0.1037463
8029,mid [SEPA] ppl [SEPA] its working [SEPA] ye dazzle [SEPA] need u here,O,0.088600375
8030,idiot team,E,0.9854407
8031,ez,I,0.9906709
8032,GG WP EAZY,O,0.027903968
8033,lol,O,0.003834314
8034,u have nothing better to do? [SEPA] then following me an then die?,I,0.014678138
8035,got em huehue,O,0.008629047
8036,?,O,0.005423264
8037,i dont want to wait for such a bad team [SEPA] rather it be over quickly tbh,O,0.14903897
8038,gg,O,0.003705064
8039,scared?,O,0.10723993
8040,ggwp,O,0.003610623
8041,? [SEPA] oh,O,0.00732764
8042,if lucky ?,O,0.029963283
8043,LOL I WRECK YOU [SEPA] dont talk at all [SEPA] please [SEPA] and im a random player,O,0.72569656
8044,too ez,I,0.9892315
8045,useless [SEPA] daz's grave comes out though,E,0.7517121
8046,im only support bro,O,0.016576946
8047,he aint coming back,O,0.010968356
8048,yee son,O,0.027505213
8049,gg,O,0.003705064
8050,oh shit nigga,E,0.97485876
8051,HAHAHA [SEPA] slardar [SEPA] HAHAHA,O,0.013827774
8052,all doom players,O,0.046568885
8053,GG,O,0.003705064
8054,es,O,0.005062234
8055,gg,O,0.003705064
8056,why?,O,0.005917509
8057,they fucking noob haha  [SEPA] Ez blood,E,0.99242365
8058,noob vs win,E,0.98355365
8059,ursa afk go  finish team,A,0.06389646
8060,guys [SEPA] i beg u,O,0.035957385
8061,EZ,I,0.9906709
8062,gg,O,0.003705064
8063,trying,O,0.015028964
8064,delet dota,I,0.03303457
8065,++,O,0.010124633
8066,rich,O,0.009705286
8067,bro [SEPA] so long,O,0.008213627
8068,fuck you bitch,E,0.9839717
8069,y,O,0.003734767
8070,you can win now?,O,0.008396501
8071,lol I won mid retard,E,0.9515126
8072,he was afk?,A,0.009308601
8073,useful carry,O,0.024576293
8074,NOOB TA,E,0.9858577
8075,not -25,O,0.07488058
8076,delete dota pls,O,0.16131702
8077,add me [SEPA] where you [SEPA] ? [SEPA] nice dude,O,0.03217834
8078,Rage,O,0.1462401
8079,fkn,O,0.6404158
8080,teeny dogged me so hard :/,E,0.7593686
8081,GG,O,0.003705064
8082,fuking legion [SEPA] report all,E,0.26458052
8083,report brist,A,0.019887464
8084,lol,O,0.003834314
8085,AM SAVE ME,O,0.028507734
8086,yah,O,0.00554757
8087,Commend me tnx and AM,A,0.02774595
8088,ty,O,0.006772118
8089,Mineski in group D??,O,0.034209058
8090,bkb is an item,O,0.045386687
8091,YEAH BRO,O,0.021543134
8092,would u mind telling me?,O,0.008200353
8093,why did i tp back if tides going to do that,O,0.007806764
8094,omg [SEPA] why,O,0.00882422
8095,him lag [SEPA] sorry guys,O,0.019438693
8096,cough scoreboard.,O,0.10407913
8097,sure lose [SEPA] ZZZZ [SEPA] fuckers,E,0.9520173
8098,...,O,0.005191237
8099,30 ctr,O,0.013961183
8100,g [SEPA] fucking [SEPA] g,E,0.98015755
8101,kited,O,0.007346832
8102,T_T,O,0.017912101
8103,lol,O,0.003834314
8104,rjyxtyfz idfkm,O,0.29885864
8105,wait,A,0.007002303
8106,ey [SEPA] this lion,O,0.65456396
8107,OMG [SEPA] IDIOT URSA,E,0.97542137
8108,w8 lina pls,A,0.009676639
8109,just report this [SEPA] ...,E,0.012366033
8110,no duel?,O,0.019855067
8111,bkb [SEPA] haha [SEPA] stupid players,O,0.97745675
8112,my friend el nunal want your fb account if you dont mind?,O,0.07794604
8113,you were fucking garbage anyway,E,0.9902485
8114,fuck this noob pl [SEPA] he can't use [SEPA] 1 diff [SEPA] on ursa,E,0.98855245
8115,ggwp,O,0.003610623
8116,epic,O,0.010211344
8117,wtf shadow fend,O,0.010289166
8118,i roam i carry,O,0.017274052
8119,?,O,0.005423264
8120,w8 pls,A,0.00520506
8121,see i dont take 30 min to reconnect like u fucking peruvian dogs,E,0.985967
8122,i have qop on dodge list [SEPA] shit player,E,0.97761154
8123,gg,O,0.003705064
8124,its ok its ok [SEPA] im dead,O,0.045728225
8125,and he randomed,O,0.03709641
8126,ez sup,I,0.9848541
8127,ggwp,O,0.003610623
8128,?,O,0.005423264
8129,i am happy though [SEPA] hahahah [SEPA] LOL LC,O,0.013489244
8130,)))))))),O,0.015382469
8131,of course dude [SEPA] lol,O,0.04766223
8132,^^,O,0.006159399
8133,not as nice as u [SEPA] ^^,O,0.008315323
8134,walao,O,0.026522487
8135,?,O,0.005423264
8136,bye cute cm,O,0.044292886
8137,of what?,O,0.006794503
8138,hf,O,0.004735475
8139,zzzz,O,0.038935825
8140,:D !,O,0.005111665
8141,6 assist 0 kills 40 min gam,E,0.18880877
8142,HAHAH,O,0.005882741
8143,cant believe i misclickded dagon,O,0.30770448
8144,er ez bait?,I,0.9876831
8145,3x gold still cant win XD,O,0.017859457
8146,best slark,O,0.026526826
8147,reconnect,A,0.006200182
8148,u guys,O,0.044441976
8149,haha,O,0.005444543
8150,dota 1 [SEPA] hahaha,O,0.0303909
8151,Haha,O,0.005444543
8152,hi,O,0.006295532
8153,ty,O,0.006772118
8154,did you play wc3 dota ? [SEPA] ability yxcv,O,0.019134026
8155,:D,O,0.004515493
8156,Waht a shakle,O,0.083013944
8157,lol,O,0.003834314
8158,5 10..ez//,I,0.9909478
8159,LMFAO,O,0.004904936
8160,Cant ?,O,0.009286619
8161,Wait [SEPA] Ctrl [SEPA] g sry,A,0.021014472
8162,TA,O,0.005019533
8163,yes [SEPA] it its [SEPA] it is,O,0.01124893
8164,ty for no wards champ,O,0.04802832
8165,YEa gg,O,0.00479737
8166,gg wp,O,0.004298163
8167,gg wp,O,0.004298163
8168,le cumback is real?,O,0.24226739
8169,DC,O,0.008496941
8170,0 item .. good [SEPA] good bye,O,0.113328926
8171,XD,O,0.005783994
8172,Doesnt matter [SEPA] boys,O,0.03179051
8173,gg,O,0.003705064
8174,"im russian retard, sry",E,0.9378635
8175,missing mid??,O,0.024048958
8176,QQ ,O,0.005757473
8177,Ggwp,O,0.003610623
8178,Ez,I,0.9906709
8179,GG [SEPA] AJAJAJAJAHAHAHAH [SEPA] HSJJAHAHA,O,0.016199436
8180,saf ryt ?,O,0.005918412
8181,lmao,O,0.006989517
8182,haha [SEPA] more blademail,O,0.03533104
8183,Ez,I,0.9906709
8184,stfu u shit [SEPA] go commit [SEPA] 5 heroes [SEPA] on me,E,0.9805878
8185,omg,O,0.007064862
8186,air,O,0.013186736
8187,but am wants to save the day,O,0.0264045
8188,plz play invoker again,O,0.17774826
8189,no shit,E,0.970777
8190,BRAINLESS QOP,E,0.47253874
8191,go end,O,0.007940525
8192,wp,O,0.004130142
8193,i know iam noob,E,0.98456836
8194,team chat plz,O,0.07351976
8195,noob storm,E,0.9843141
8196,you stupid dumbfuck DCs,E,0.9846747
8197,GG,O,0.003705064
8198,gna have to agree with brown,O,0.02366845
8199,lol,O,0.003834314
8200,one day is 24 hrs AHAHAHA,O,0.03733047
8201,mine ping 1k ggwp,O,0.020945
8202,go feed,I,0.4169707
8203,GGWP [SEPA] END FAST,O,0.017370177
8204,call gay now pls [SEPA] LMFAO,E,0.41166636
8205,nice [SEPA] gg [SEPA] commend,O,0.015036209
8206,Keepo,O,0.015066074
8207,GG,O,0.003705064
8208,sad,O,0.01009729
8209,wtf [SEPA] oh shit deny,E,0.97344595
8210,sf trash,E,0.957808
8211,LOL))))))))))))))),O,0.027794277
8212,wk?,O,0.006193125
8213,ACLHE WTF,E,0.008642613
8214,linch? am i supposed to linch some niggers?,E,0.06962862
8215,lol,O,0.003834314
8216,they all have stun still die [SEPA] FUck team,E,0.9738937
8217,TRUE,O,0.016305422
8218,GG puck noob,E,0.98261595
8219,he is v pro,O,0.024985239
8220,lel,O,0.004434214
8221,lol,O,0.003834314
8222,3mins,O,0.081003755
8223,Sad game pudge won [SEPA] bg,O,0.15053739
8224,COMEeeeee BRO,O,0.014960361
8225,gg,O,0.003705064
8226,paper,O,0.025883548
8227,but mexicans?,E,0.4085969
8228,? [SEPA] ??,O,0.007296261
8229,CM flag everywhere,O,0.011846168
8230,Atleast he,O,0.009719366
8231,wipe out HAHAHA,O,0.029561618
8232,ti nol brat,O,0.10981576
8233,ok [SEPA] su4ok,O,0.016762754
8234,XD,O,0.005783994
8235,glhf,O,0.003629706
8236,shit,E,0.97711915
8237,?:D [SEPA] so greedy,O,0.045450278
8238,gg,O,0.003705064
8239,haha [SEPA] NT [SEPA] :P,E,0.009251687
8240,guess i was wrng,O,0.011219576
8241,oky bro,O,0.007897784
8242,heeh,O,0.01008206
8243,ty for 600 gold,O,0.008172357
8244,mb farm?,O,0.041793343
8245,kappa,O,0.007271068
8246,xD,O,0.005783994
8247,ez,I,0.9906709
8248,ZZZZ,O,0.038935825
8249,RAge?,O,0.099387944
8250,go bot [SEPA] were not coming back,O,0.032979544
8251,gg!,O,0.004412828
8252,we rs [SEPA] come,O,0.011309221
8253,wp [SEPA] lina [SEPA] lina ember win gfamer for u,O,0.06361134
8254,xD,O,0.005783994
8255,Blade mail riki xDDDDDDDDDDDDDDDDDD,O,0.07565758
8256,lol he got u there in the first place,O,0.008649532
8257,noob team,E,0.98703396
8258,zzz,O,0.01002048
